,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
64,0,0.500436841,0.731,0.468,0,2,Esi2023femaleGene18193
65,0,0.499120534,0.931,0.757,0,2,Esi2023femaleGene07636
66,0,0.491164348,0.916,0.74,0,2,Esi2023femaleGene15581
67,0,0.490600858,0.835,0.576,0,2,Esi2023femaleGene28458
68,0,0.486858817,0.913,0.765,0,2,Esi2023femaleGene14385
69,0,0.483909601,0.913,0.717,0,2,Esi2023femaleGene02832
70,0,0.48220905,0.851,0.649,0,2,Esi2023femaleGene27334
71,0,0.479409054,0.847,0.614,0,2,Esi2023femaleGene15227
72,0,0.474008517,0.897,0.694,0,2,Esi2023femaleGene33090
73,0,0.468275885,0.874,0.628,0,2,Esi2023femaleGene25724
74,0,0.464711686,0.898,0.696,0,2,Esi2023femaleGene14522
75,0,0.464006141,0.844,0.603,0,2,Esi2023femaleGene10096
76,0,0.463649349,0.598,0.262,0,2,Esi2023femaleGene18742
77,0,0.463505982,0.839,0.632,0,2,Esi2023femaleGene25486
78,0,0.463371176,0.896,0.713,0,2,Esi2023femaleGene08401
79,0,0.455759851,0.932,0.787,0,2,Esi2023femaleGene19196
80,0,0.4526001,0.933,0.788,0,2,Esi2023femaleGene21817
81,0,0.45244302,0.938,0.789,0,2,Esi2023femaleGene20775
82,0,0.447382129,0.682,0.395,0,2,Esi2023femaleGene22610
83,0,0.446303471,0.55,0.22,0,2,Esi2023femaleGene16582
84,0,0.443755409,0.782,0.57,0,2,Esi2023femaleGene02594
85,0,0.442042258,0.616,0.298,0,2,Esi2023femaleGene25298
86,0,0.441397772,0.859,0.652,0,2,Esi2023femaleGene10293
87,0,0.435107655,0.824,0.58,0,2,Esi2023femaleGene22629
88,0,0.426845235,0.947,0.807,0,2,Esi2023femaleGene33069
89,0,0.425203651,0.544,0.278,0,2,Esi2023femaleGene22223
90,0,0.42348245,0.795,0.519,0,2,Esi2023femaleGene03748
91,0,0.421122055,0.89,0.684,0,2,Esi2023femaleGene09129
92,0,0.413776753,0.869,0.63,0,2,Esi2023femaleGene25810
93,0,0.413707945,0.796,0.575,0,2,Esi2023femaleGene14911
94,0,0.410739022,0.758,0.47,0,2,Esi2023femaleGene17743
95,0,0.40187546,0.952,0.822,0,2,Esi2023femaleGene10205
96,0,0.397774847,0.887,0.713,0,2,Esi2023femaleGene17683
97,0,0.395176145,0.537,0.301,0,2,Esi2023femaleGene01028
98,0,0.391258358,0.893,0.702,0,2,Esi2023femaleGene01416
99,0,0.387470511,0.87,0.656,0,2,Esi2023femaleGene12684
100,0,0.387306967,0.92,0.755,0,2,Esi2023femaleGene03884
101,0,0.380358435,0.577,0.29,0,2,Esi2023femaleGene13851
102,0,0.379497029,0.532,0.294,0,2,Esi2023femaleGene08489
103,0,0.377726351,0.778,0.545,0,2,Esi2023femaleGene19364
104,0,0.376776665,0.892,0.695,0,2,Esi2023femaleGene21351
105,0,0.373176472,0.902,0.724,0,2,Esi2023femaleGene21095
106,0,0.371616423,0.909,0.72,0,2,Esi2023femaleGene22849
107,0,0.367347026,0.861,0.68,0,2,Esi2023femaleGene15546
108,0,0.364333355,0.58,0.279,0,2,Esi2023femaleGene01377
109,0,0.359991227,0.873,0.665,0,2,Esi2023femaleGene10342
110,0,0.358041063,0.895,0.718,0,2,Esi2023femaleGene17366
111,0,0.353392269,0.822,0.583,0,2,Esi2023femaleGene07896
112,0,0.353008425,0.718,0.4,0,2,Esi2023femaleGene15556
113,0,0.3455985,0.843,0.628,0,2,Esi2023femaleGene17939
114,0,0.342662747,0.709,0.452,0,2,Esi2023femaleGene04599
115,0,0.327116176,0.853,0.669,0,2,Esi2023femaleGene25049
116,0,0.32515888,0.628,0.375,0,2,Esi2023femaleGene17166
117,0,0.315693729,0.642,0.401,0,2,Esi2023femaleGene28369
118,0,0.309782187,0.778,0.563,0,2,Esi2023femaleGene06967
119,0,0.307303202,0.697,0.465,0,2,Esi2023femaleGene02848
120,0,0.306888634,0.579,0.342,0,2,Esi2023femaleGene08654
121,0,0.304665803,0.591,0.176,0,2,Esi2023femaleGene29867
122,0,0.292532475,0.529,0.288,0,2,Esi2023femaleGene23315
123,8.53E-297,0.349824815,0.912,0.741,2.69E-292,2,Esi2023femaleGene33257
124,6.57E-292,0.314584506,0.846,0.666,2.07E-287,2,Esi2023femaleGene24654
125,1.66E-285,0.31015099,0.904,0.753,5.24E-281,2,Esi2023femaleGene11328
126,3.87E-284,0.299517115,0.863,0.679,1.22E-279,2,Esi2023femaleGene27616
127,6.10E-243,0.296074454,0.921,0.749,1.92E-238,2,Esi2023femaleGene04940
128,7.23E-240,0.288552794,0.88,0.685,2.28E-235,2,Esi2023femaleGene28489
129,1.99E-218,0.271373328,0.884,0.695,6.27E-214,2,Esi2023femaleGene11367
130,5.10E-110,0.387134261,0.524,0.417,1.61E-105,2,Esi2023femaleGene10118
131,0,2.84778546,0.524,0.144,0,24,Esi2023femaleGene08903
132,0,2.172688901,0.872,0.431,0,24,Esi2023femaleGene15557
133,0,1.976093659,0.906,0.419,0,24,Esi2023femaleGene15556
134,0,1.737489303,0.973,0.861,0,24,Esi2023femaleGene32767
135,0,1.566813506,0.828,0.289,0,24,Esi2023femaleGene15560
136,0,1.504846979,0.763,0.244,0,24,Esi2023femaleGene21207
137,0,1.439267074,0.632,0.227,0,24,Esi2023femaleGene14124
138,0,1.436858018,0.725,0.089,0,24,Esi2023femaleGene21188
139,0,1.382858719,0.517,0.121,0,24,Esi2023femaleGene13686
140,0,1.365016575,0.566,0.126,0,24,Esi2023femaleGene32810
141,0,1.296048083,0.628,0.058,0,24,Esi2023femaleGene21213
142,0,1.16893535,0.61,0.059,0,24,Esi2023femaleGene21216
143,0,1.156967016,0.505,0.083,0,24,Esi2023femaleGene14114
144,0,1.126885913,0.519,0.13,0,24,Esi2023femaleGene15558
145,0,1.07150118,0.545,0.225,0,24,Esi2023femaleGene04722
146,0,1.057192571,0.857,0.451,0,24,Esi2023femaleGene21438
147,0,1.000035944,0.521,0.054,0,24,Esi2023femaleGene34472
148,0,0.961552868,0.769,0.515,0,24,Esi2023femaleGene28379
149,0,0.952095403,0.604,0.25,0,24,Esi2023femaleGene07247
150,0,0.902129197,0.637,0.243,0,24,Esi2023femaleGene05857
151,0,0.815620925,0.507,0.09,0,24,Esi2023femaleGene33953
152,0,0.776895048,0.533,0.17,0,24,Esi2023femaleGene34032
153,0,0.745432414,0.585,0.148,0,24,Esi2023femaleGene30492
154,0,0.719938744,0.534,0.143,0,24,Esi2023femaleGene16204
155,0,0.640069947,0.512,0.153,0,24,Esi2023femaleGene26952
156,0,0.573072746,0.57,0.209,0,24,Esi2023femaleGene30182
157,0,0.488390845,0.601,0.299,0,24,Esi2023femaleGene16722
158,0,0.471944798,0.561,0.227,0,24,Esi2023femaleGene24890
159,0,0.467872587,0.502,0.186,0,24,Esi2023femaleGene18664
160,0,0.397207096,0.511,0.227,0,24,Esi2023femaleGene22013
161,4.93E-281,1.031882269,0.682,0.42,1.55E-276,24,Esi2023femaleGene04039
162,2.13E-271,0.37351933,0.521,0.264,6.71E-267,24,Esi2023femaleGene08586
163,1.64E-230,0.362765879,0.623,0.363,5.18E-226,24,Esi2023femaleGene08654
164,2.48E-193,0.991191758,0.593,0.379,7.81E-189,24,Esi2023femaleGene31420
165,4.85E-95,0.336728942,0.67,0.498,1.53E-90,24,Esi2023femaleGene18193
166,0,4.305346544,0.875,0.152,0,9,Esi2023femaleGene08027
167,0,4.100392554,0.865,0.115,0,9,Esi2023femaleGene27767
168,0,4.040780298,0.874,0.152,0,9,Esi2023femaleGene09376
169,0,3.940105036,0.877,0.143,0,9,Esi2023femaleGene25572
170,0,3.896487935,0.856,0.127,0,9,Esi2023femaleGene04424
171,0,3.835790754,0.867,0.122,0,9,Esi2023femaleGene04427
172,0,3.732995023,0.874,0.157,0,9,Esi2023femaleGene09374
173,0,3.342574943,0.868,0.164,0,9,Esi2023femaleGene23321
174,0,3.336814415,0.833,0.111,0,9,Esi2023femaleGene22678
175,0,3.336223696,0.89,0.356,0,9,Esi2023femaleGene20946
176,0,3.316169599,0.827,0.097,0,9,Esi2023femaleGene22677
177,0,3.181098776,0.818,0.07,0,9,Esi2023femaleGene09711
178,0,3.133423711,0.894,0.381,0,9,Esi2023femaleGene11145
179,0,2.87551635,0.871,0.281,0,9,Esi2023femaleGene27676
180,0,2.759911591,0.811,0.134,0,9,Esi2023femaleGene05931
181,0,2.740696395,0.843,0.094,0,9,Esi2023femaleGene20656
182,0,2.721110838,0.799,0.064,0,9,Esi2023femaleGene20659
183,0,2.716845107,0.83,0.149,0,9,Esi2023femaleGene17646
184,0,2.640001538,0.832,0.215,0,9,Esi2023femaleGene29867
185,0,2.344113287,0.869,0.431,0,9,Esi2023femaleGene07190
186,0,2.115409245,0.911,0.483,0,9,Esi2023femaleGene24857
187,0,1.996484025,0.717,0.195,0,9,Esi2023femaleGene22681
188,0,1.973830054,0.669,0.048,0,9,Esi2023femaleGene06011
189,0,1.966656078,0.723,0.106,0,9,Esi2023femaleGene09263
190,0,1.965700046,0.622,0.06,0,9,Esi2023femaleGene04432
191,0,1.859805664,0.587,0.052,0,9,Esi2023femaleGene04908
192,0,1.853782991,0.68,0.127,0,9,Esi2023femaleGene18130
193,0,1.830774067,0.646,0.133,0,9,Esi2023femaleGene07967
194,0,1.764150293,0.725,0.141,0,9,Esi2023femaleGene15529
195,0,1.74397994,0.678,0.051,0,9,Esi2023femaleGene22932
196,0,1.708363274,0.664,0.057,0,9,Esi2023femaleGene06643
197,0,1.665683015,0.843,0.442,0,9,Esi2023femaleGene05073
198,0,1.538584559,0.631,0.037,0,9,Esi2023femaleGene16237
199,0,1.534720666,0.581,0.058,0,9,Esi2023femaleGene07975
200,0,1.48480102,0.804,0.427,0,9,Esi2023femaleGene02690
201,0,1.356660626,0.681,0.257,0,9,Esi2023femaleGene33256
202,0,1.352377587,0.621,0.035,0,9,Esi2023femaleGene23325
203,0,1.293346705,0.585,0.121,0,9,Esi2023femaleGene11040
204,0,1.274598206,0.552,0.044,0,9,Esi2023femaleGene27260
205,0,1.270507866,0.765,0.402,0,9,Esi2023femaleGene17572
206,0,1.229100791,0.56,0.057,0,9,Esi2023femaleGene02861
207,0,1.223906865,0.648,0.196,0,9,Esi2023femaleGene06269
208,0,1.119654225,0.509,0.024,0,9,Esi2023femaleGene14955
209,0,1.096861005,0.778,0.448,0,9,Esi2023femaleGene15528
210,0,1.095352169,0.547,0.047,0,9,Esi2023femaleGene17645
211,0,1.086303472,0.533,0.107,0,9,Esi2023femaleGene32619
212,0,1.075155419,0.593,0.145,0,9,Esi2023femaleGene09811
213,0,1.059631642,0.622,0.29,0,9,Esi2023femaleGene29966
214,0,1.019538775,0.661,0.353,0,9,Esi2023femaleGene05051
215,0,0.964434493,0.597,0.187,0,9,Esi2023femaleGene33601
216,0,0.936367119,0.62,0.26,0,9,Esi2023femaleGene16545
217,0,0.920917125,0.535,0.174,0,9,Esi2023femaleGene22561
218,0,0.884456797,0.867,0.58,0,9,Esi2023femaleGene21264
219,0,0.879596838,0.904,0.651,0,9,Esi2023femaleGene19709
220,0,0.876400376,0.813,0.502,0,9,Esi2023femaleGene17743
221,0,0.855441491,0.51,0.124,0,9,Esi2023femaleGene33334
222,0,0.843577603,0.516,0.17,0,9,Esi2023femaleGene29938
223,0,0.835344007,0.776,0.504,0,9,Esi2023femaleGene23314
224,0,0.754842651,0.533,0.224,0,9,Esi2023femaleGene13439
225,0,0.744287808,0.545,0.258,0,9,Esi2023femaleGene35032
226,0,0.664682414,0.969,0.803,0,9,Esi2023femaleGene21817
227,0,0.658522312,0.91,0.709,0,9,Esi2023femaleGene00276
228,0,0.65628483,0.901,0.651,0,9,Esi2023femaleGene22506
229,0,0.484622624,0.991,0.863,0,9,Esi2023femaleGene32767
230,4.68E-268,0.577092822,0.92,0.732,1.47E-263,9,Esi2023femaleGene17683
231,4.28E-267,0.581414811,0.596,0.323,1.35E-262,9,Esi2023femaleGene13851
232,5.97E-258,0.566061145,0.898,0.688,1.88E-253,9,Esi2023femaleGene10342
233,5.61E-251,0.538412102,0.971,0.831,1.77E-246,9,Esi2023femaleGene15194
234,5.65E-251,0.560709056,0.952,0.796,1.78E-246,9,Esi2023femaleGene11500
235,1.87E-245,0.531603238,0.982,0.86,5.90E-241,9,Esi2023femaleGene32063
236,4.32E-242,0.575396936,0.507,0.249,1.36E-237,9,Esi2023femaleGene19084
237,2.94E-236,0.542061079,0.955,0.803,9.26E-232,9,Esi2023femaleGene19196
238,3.51E-229,0.539530149,0.872,0.658,1.10E-224,9,Esi2023femaleGene25810
239,7.32E-225,0.524025748,0.818,0.586,2.31E-220,9,Esi2023femaleGene15574
240,1.45E-223,0.528248213,0.884,0.666,4.57E-219,9,Esi2023femaleGene23334
241,2.13E-219,0.498039208,0.974,0.81,6.71E-215,9,Esi2023femaleGene32060
242,1.03E-209,0.52876056,0.829,0.607,3.25E-205,9,Esi2023femaleGene28458
243,1.99E-202,0.513360688,0.914,0.74,6.27E-198,9,Esi2023femaleGene19861
244,7.37E-201,0.513167446,0.914,0.716,2.32E-196,9,Esi2023femaleGene17425
245,9.58E-194,0.508072785,0.872,0.683,3.02E-189,9,Esi2023femaleGene08665
246,2.82E-190,0.475494819,0.953,0.823,8.87E-186,9,Esi2023femaleGene33069
247,1.88E-186,0.46400306,0.931,0.778,5.92E-182,9,Esi2023femaleGene07636
248,7.97E-172,0.552303157,0.58,0.356,2.51E-167,9,Esi2023femaleGene16343
249,2.24E-165,0.448229909,0.912,0.761,7.05E-161,9,Esi2023femaleGene15581
250,5.70E-163,0.454627812,0.543,0.328,1.80E-158,9,Esi2023femaleGene32000
251,8.81E-162,0.463427165,0.886,0.712,2.78E-157,9,Esi2023femaleGene10746
252,1.39E-160,0.456597083,0.786,0.594,4.38E-156,9,Esi2023femaleGene33509
253,6.61E-158,0.497825324,0.841,0.673,2.08E-153,9,Esi2023femaleGene27334
254,1.66E-157,0.470696531,0.741,0.554,5.23E-153,9,Esi2023femaleGene03748
255,1.66E-156,0.460212265,0.896,0.746,5.22E-152,9,Esi2023femaleGene21095
256,3.43E-154,0.434656847,0.89,0.735,1.08E-149,9,Esi2023femaleGene08401
257,1.34E-152,0.421271086,0.936,0.779,4.21E-148,9,Esi2023femaleGene13093
258,1.38E-152,0.443073456,0.804,0.612,4.35E-148,9,Esi2023femaleGene07896
259,2.51E-152,0.449502874,0.811,0.647,7.91E-148,9,Esi2023femaleGene02473
260,2.81E-151,0.461060704,0.982,0.854,8.85E-147,9,Esi2023femaleGene27779
261,2.29E-148,0.439752742,0.907,0.793,7.22E-144,9,Esi2023femaleGene28810
262,2.44E-147,0.423029369,0.913,0.775,7.70E-143,9,Esi2023femaleGene03884
263,6.77E-146,0.428740962,0.883,0.707,2.13E-141,9,Esi2023femaleGene05923
264,1.19E-144,0.439806256,0.89,0.717,3.76E-140,9,Esi2023femaleGene33395
265,1.54E-144,0.441482291,0.85,0.677,4.86E-140,9,Esi2023femaleGene10293
266,4.17E-142,0.436449288,0.848,0.661,1.31E-137,9,Esi2023femaleGene03026
267,1.48E-139,0.44000785,0.863,0.701,4.66E-135,9,Esi2023femaleGene27616
268,3.21E-136,0.418293007,0.615,0.405,1.01E-131,9,Esi2023femaleGene17166
269,2.15E-135,0.449594951,0.606,0.382,6.77E-131,9,Esi2023femaleGene25413
270,1.02E-132,0.414482824,0.856,0.691,3.21E-128,9,Esi2023femaleGene25049
271,2.30E-131,0.418007378,0.879,0.718,7.23E-127,9,Esi2023femaleGene33090
272,1.15E-125,0.373549502,0.935,0.806,3.61E-121,9,Esi2023femaleGene20775
273,6.46E-124,0.39686269,0.816,0.642,2.04E-119,9,Esi2023femaleGene15227
274,1.38E-120,0.4010052,0.819,0.658,4.34E-116,9,Esi2023femaleGene25486
275,4.97E-120,0.388765797,0.856,0.672,1.57E-115,9,Esi2023femaleGene16761
276,5.76E-120,0.374256379,0.865,0.689,1.81E-115,9,Esi2023femaleGene02831
277,4.33E-116,0.384698973,0.789,0.61,1.36E-111,9,Esi2023femaleGene22629
278,5.21E-116,0.377603364,0.88,0.726,1.64E-111,9,Esi2023femaleGene01416
279,4.84E-112,0.376198937,0.707,0.508,1.53E-107,9,Esi2023femaleGene33777
280,3.91E-107,0.375633107,0.825,0.659,1.23E-102,9,Esi2023femaleGene25724
281,2.23E-104,0.351289605,0.963,0.837,7.03E-100,9,Esi2023femaleGene10205
282,5.44E-104,0.364621394,0.82,0.654,1.71E-99,9,Esi2023femaleGene26310
283,2.84E-100,0.353366737,0.867,0.708,8.96E-96,9,Esi2023femaleGene17818
284,1.87E-98,0.350153963,0.745,0.59,5.89E-94,9,Esi2023femaleGene06967
285,4.88E-95,0.347414511,0.857,0.71,1.54E-90,9,Esi2023femaleGene09129
286,8.85E-95,0.346993583,0.866,0.722,2.79E-90,9,Esi2023femaleGene14522
287,1.65E-94,0.36067317,0.869,0.717,5.20E-90,9,Esi2023femaleGene34164
288,7.79E-87,0.339329697,0.896,0.762,2.45E-82,9,Esi2023femaleGene33257
289,1.98E-84,0.31775869,0.891,0.741,6.23E-80,9,Esi2023femaleGene02832
290,1.61E-81,0.299919121,0.901,0.771,5.07E-77,9,Esi2023femaleGene11328
291,5.71E-79,0.312148541,0.799,0.633,1.80E-74,9,Esi2023femaleGene10096
292,7.56E-77,0.29288448,0.92,0.77,2.38E-72,9,Esi2023femaleGene04940
293,3.00E-76,0.318898587,0.902,0.752,9.47E-72,9,Esi2023femaleGene22751
294,5.37E-69,0.298237805,0.824,0.683,1.69E-64,9,Esi2023femaleGene12684
295,5.58E-68,0.286028304,0.857,0.72,1.76E-63,9,Esi2023femaleGene21351
296,4.75E-67,0.282815508,0.804,0.655,1.50E-62,9,Esi2023femaleGene17939
297,4.59E-63,0.275358725,0.855,0.719,1.45E-58,9,Esi2023femaleGene11367
298,5.84E-62,0.251802108,0.9,0.783,1.84E-57,9,Esi2023femaleGene14385
299,3.46E-59,0.258694972,0.743,0.596,1.09E-54,9,Esi2023femaleGene02594
300,5.78E-56,0.255135353,0.887,0.773,1.82E-51,9,Esi2023femaleGene04941
301,8.18E-55,0.261433627,0.808,0.689,2.58E-50,9,Esi2023femaleGene24654
302,6.86E-52,0.272114006,0.844,0.718,2.16E-47,9,Esi2023femaleGene21400
303,4.38E-32,0.749266982,0.567,0.444,1.38E-27,9,Esi2023femaleGene15556
304,0,1.826801676,0.999,0.836,0,0,Esi2023femaleGene32767
305,0,1.583676559,0.724,0.274,0,0,Esi2023femaleGene31663
306,0,1.512315578,0.67,0.218,0,0,Esi2023femaleGene09703
307,0,1.493247807,0.616,0.198,0,0,Esi2023femaleGene23017
308,0,1.491237232,0.793,0.7,0,0,Esi2023femaleGene26199
309,0,1.347943584,0.636,0.232,0,0,Esi2023femaleGene31662
310,0,1.11098003,0.689,0.255,0,0,Esi2023femaleGene25891
311,0,0.947596953,0.63,0.221,0,0,Esi2023femaleGene09710
312,0,0.63938121,0.808,0.645,0,0,Esi2023femaleGene13334
313,0,0.625766184,0.924,0.74,0,0,Esi2023femaleGene11328
314,0,0.589266886,0.875,0.687,0,0,Esi2023femaleGene11367
315,0,0.580914222,0.992,0.826,0,0,Esi2023femaleGene27779
316,0,0.568696778,0.875,0.674,0,0,Esi2023femaleGene22643
317,0,0.560353466,0.971,0.81,0,0,Esi2023femaleGene10205
318,0,0.546882873,0.561,0.38,0,0,Esi2023femaleGene27648
319,0,0.543831299,0.91,0.732,0,0,Esi2023femaleGene33257
320,0,0.516787941,0.904,0.747,0,0,Esi2023femaleGene04941
321,0,0.499509122,0.861,0.679,0,0,Esi2023femaleGene28489
322,0,0.49787363,0.9,0.745,0,0,Esi2023femaleGene04940
323,0,0.497560459,0.89,0.726,0,0,Esi2023femaleGene22751
324,0,0.48807338,0.853,0.682,0,0,Esi2023femaleGene09129
325,0,0.486317838,0.954,0.797,0,0,Esi2023femaleGene33069
326,0,0.481793614,0.883,0.716,0,0,Esi2023femaleGene22849
327,0,0.47882921,0.889,0.709,0,0,Esi2023femaleGene17366
328,0,0.476327977,0.863,0.699,0,0,Esi2023femaleGene02186
329,0,0.474749088,0.919,0.752,0,0,Esi2023femaleGene13093
330,0,0.472204408,0.831,0.664,0,0,Esi2023femaleGene10342
331,0,0.462844633,0.881,0.714,0,0,Esi2023femaleGene02832
332,0,0.459707314,0.878,0.72,0,0,Esi2023femaleGene21095
333,0,0.447212946,0.859,0.691,0,0,Esi2023femaleGene33395
334,0,0.442044933,0.857,0.701,0,0,Esi2023femaleGene01416
335,0,0.438399391,0.897,0.751,0,0,Esi2023femaleGene03884
336,0,0.432657693,0.925,0.772,0,0,Esi2023femaleGene11500
337,0,0.424651455,0.858,0.692,0,0,Esi2023femaleGene33090
338,0,0.424084791,0.93,0.782,0,0,Esi2023femaleGene20775
339,0,0.423572447,0.829,0.681,0,0,Esi2023femaleGene30495
340,0,0.42339244,0.881,0.739,0,0,Esi2023femaleGene15581
341,0,0.421390738,1,0.999,0,0,Esi2023femaleGene17963
342,0,0.419485679,0.882,0.714,0,0,Esi2023femaleGene19861
343,0,0.41020447,0.925,0.781,0,0,Esi2023femaleGene19196
344,0,0.404859085,0.965,0.84,0,0,Esi2023femaleGene32063
345,0,0.404801596,0.815,0.658,0,0,Esi2023femaleGene12684
346,0,0.399497925,0.934,0.813,0,0,Esi2023femaleGene15194
347,0,0.395960677,0.85,0.693,0,0,Esi2023femaleGene17425
348,0,0.395235916,0.757,0.592,0,0,Esi2023femaleGene31038
349,0,0.389605305,0.854,0.693,0,0,Esi2023femaleGene21351
350,0,0.389477706,0.731,0.592,0,0,Esi2023femaleGene07896
351,0,0.389048565,0.84,0.694,0,0,Esi2023femaleGene21400
352,0,0.387356371,0.755,0.645,0,0,Esi2023femaleGene25810
353,0,0.38200592,0.918,0.783,0,0,Esi2023femaleGene21817
354,0,0.379928718,0.793,0.657,0,0,Esi2023femaleGene10293
355,0,0.376311768,0.722,0.59,0,0,Esi2023femaleGene28458
356,0,0.375419096,0.794,0.686,0,0,Esi2023femaleGene27616
357,0,0.374965166,0.776,0.624,0,0,Esi2023femaleGene02473
358,0,0.373984573,0.785,0.653,0,0,Esi2023femaleGene16761
359,0,0.372571926,0.751,0.613,0,0,Esi2023femaleGene10096
360,0,0.369087643,0.752,0.624,0,0,Esi2023femaleGene15227
361,0,0.368153191,0.854,0.712,0,0,Esi2023femaleGene17683
362,0,0.364665205,0.861,0.712,0,0,Esi2023femaleGene08401
363,0,0.364255958,0.895,0.756,0,0,Esi2023femaleGene07636
364,0,0.354396689,0.694,0.552,0,0,Esi2023femaleGene19364
365,0,0.352669566,0.805,0.669,0,0,Esi2023femaleGene02831
366,0,0.347854995,0.936,0.788,0,0,Esi2023femaleGene32060
367,0,0.346877783,0.783,0.606,0,0,Esi2023femaleGene13841
368,0,0.346122707,0.804,0.662,0,0,Esi2023femaleGene08665
369,0,0.345825021,0.833,0.677,0,0,Esi2023femaleGene15546
370,0,0.343966463,0.745,0.585,0,0,Esi2023femaleGene10786
371,0,0.340832178,0.834,0.685,0,0,Esi2023femaleGene05923
372,0,0.337771157,0.876,0.766,0,0,Esi2023femaleGene14385
373,0,0.333028018,0.768,0.641,0,0,Esi2023femaleGene25724
